name,class,surfaceAreaObj,compactnessObj,rectangularityObj,diameterObj,convexityObj,eccentricityObj,A3,D1,D2,D3,D4
m1108_normalized.obj,Tool,1.27245,0.01453,0.02141,1.62237,0.04747,405.22013,"0.162,0.12,0.063,0.052,0.042,0.037,0.035,0.028,0.032,0.028,0.024,0.03,0.012,0.02,0.023,0.024,0.021,0.021,0.016,0.02,0.016,0.016,0.023,0.016,0.017,0.021,0.021,0.026,0.019,0.015","0.023,0.013,0.007,0.013,0.019,0.135,0.124,0.135,0.041,0.039,0.029,0.027,0.02,0.033,0.016,0.014,0.034,0.067,0.04,0.036,0.031,0.02,0.005,0.0,0.01,0.016,0.005,0.012,0.015,0.021","0.08,0.134,0.088,0.087,0.059,0.067,0.048,0.032,0.008,0.008,0.01,0.004,0.01,0.006,0.007,0.048,0.054,0.042,0.048,0.039,0.031,0.018,0.024,0.023,0.012,0.005,0.003,0.002,0.002,0.001","0.026,0.055,0.082,0.079,0.087,0.077,0.058,0.061,0.062,0.062,0.057,0.049,0.043,0.036,0.029,0.021,0.019,0.016,0.015,0.012,0.013,0.009,0.012,0.011,0.004,0.004,0.0,0.0,0.0,0.001","0.004,0.01,0.017,0.04,0.046,0.056,0.064,0.055,0.087,0.056,0.058,0.048,0.053,0.06,0.054,0.055,0.041,0.034,0.029,0.03,0.025,0.009,0.016,0.012,0.008,0.009,0.009,0.004,0.007,0.004"
m1109_normalized.obj,Tool,1.36197,0.16032,0.08177,1.5887,0.14649,70.18848,"0.087,0.107,0.108,0.06,0.054,0.051,0.034,0.039,0.026,0.027,0.024,0.038,0.034,0.026,0.02,0.018,0.024,0.02,0.016,0.02,0.02,0.016,0.022,0.017,0.022,0.025,0.012,0.017,0.008,0.008","0.009,0.009,0.025,0.055,0.042,0.034,0.028,0.035,0.025,0.02,0.052,0.058,0.052,0.065,0.076,0.082,0.067,0.052,0.034,0.005,0.01,0.012,0.008,0.013,0.015,0.017,0.008,0.016,0.021,0.055","0.012,0.044,0.053,0.059,0.045,0.062,0.068,0.051,0.046,0.042,0.048,0.055,0.047,0.027,0.038,0.024,0.03,0.021,0.021,0.023,0.027,0.018,0.026,0.023,0.019,0.02,0.017,0.017,0.01,0.007","0.01,0.02,0.043,0.052,0.091,0.077,0.087,0.109,0.075,0.078,0.056,0.064,0.046,0.04,0.027,0.028,0.024,0.017,0.014,0.007,0.01,0.005,0.005,0.001,0.004,0.002,0.002,0.003,0.002,0.001","0.006,0.013,0.021,0.032,0.047,0.052,0.052,0.078,0.056,0.09,0.071,0.068,0.066,0.054,0.048,0.057,0.043,0.04,0.021,0.022,0.016,0.012,0.015,0.007,0.006,0.003,0.002,0.001,0.0,0.001"
m1110_normalized.obj,Tool,0.95925,0.33272,0.21403,1.45062,0.36543,77.2524,"0.083,0.118,0.083,0.058,0.035,0.028,0.033,0.032,0.023,0.031,0.04,0.042,0.029,0.039,0.03,0.048,0.026,0.024,0.013,0.016,0.017,0.015,0.019,0.012,0.023,0.025,0.012,0.019,0.017,0.01","0.018,0.015,0.012,0.011,0.018,0.027,0.062,0.071,0.076,0.12,0.127,0.162,0.033,0.015,0.025,0.015,0.003,0.017,0.027,0.004,0.012,0.034,0.006,0.028,0.009,0.009,0.015,0.011,0.004,0.014","0.023,0.044,0.09,0.1,0.107,0.052,0.039,0.047,0.024,0.016,0.02,0.012,0.023,0.028,0.032,0.034,0.039,0.027,0.023,0.026,0.034,0.028,0.02,0.028,0.015,0.028,0.011,0.016,0.009,0.005","0.012,0.023,0.037,0.051,0.073,0.066,0.067,0.068,0.066,0.065,0.052,0.051,0.065,0.066,0.064,0.044,0.038,0.023,0.017,0.013,0.009,0.008,0.005,0.006,0.004,0.002,0.003,0.001,0.0,0.001","0.011,0.018,0.029,0.037,0.038,0.038,0.048,0.074,0.058,0.053,0.038,0.046,0.043,0.034,0.049,0.052,0.057,0.032,0.042,0.036,0.048,0.032,0.025,0.024,0.014,0.008,0.011,0.002,0.001,0.002"
m1111_normalized.obj,Tool,0.9587,0.2846,0.09505,1.60512,0.18917,138.26638,"0.133,0.116,0.076,0.044,0.04,0.033,0.033,0.02,0.024,0.028,0.03,0.037,0.042,0.042,0.03,0.04,0.021,0.022,0.01,0.014,0.017,0.015,0.009,0.011,0.019,0.02,0.025,0.019,0.015,0.015","0.016,0.037,0.021,0.014,0.006,0.009,0.015,0.0,0.019,0.013,0.034,0.027,0.012,0.055,0.08,0.06,0.101,0.085,0.077,0.053,0.017,0.004,0.004,0.015,0.005,0.018,0.031,0.035,0.049,0.088","0.022,0.055,0.086,0.05,0.039,0.034,0.029,0.044,0.042,0.043,0.046,0.039,0.026,0.022,0.012,0.018,0.022,0.025,0.028,0.014,0.014,0.016,0.021,0.014,0.022,0.032,0.038,0.068,0.056,0.023","0.008,0.02,0.039,0.048,0.066,0.087,0.061,0.075,0.075,0.068,0.065,0.07,0.053,0.058,0.036,0.034,0.022,0.015,0.018,0.012,0.013,0.008,0.007,0.011,0.01,0.006,0.005,0.004,0.002,0.004","0.005,0.019,0.022,0.031,0.045,0.05,0.055,0.051,0.069,0.057,0.062,0.079,0.066,0.06,0.039,0.048,0.041,0.035,0.023,0.035,0.021,0.026,0.019,0.008,0.005,0.006,0.011,0.003,0.006,0.003"
m1112_normalized.obj,Tool,0.96586,0.00772,0.00436,1.58622,0.00787,201.58723,"0.123,0.126,0.084,0.057,0.044,0.031,0.028,0.019,0.024,0.029,0.034,0.032,0.029,0.032,0.028,0.021,0.024,0.018,0.018,0.011,0.014,0.018,0.016,0.014,0.018,0.03,0.02,0.026,0.021,0.011","0.006,0.02,0.023,0.015,0.018,0.009,0.012,0.038,0.009,0.028,0.04,0.027,0.15,0.111,0.077,0.11,0.1,0.01,0.018,0.009,0.015,0.015,0.011,0.021,0.001,0.015,0.008,0.015,0.012,0.057","0.013,0.053,0.072,0.049,0.058,0.052,0.066,0.043,0.037,0.049,0.026,0.027,0.022,0.02,0.027,0.033,0.052,0.032,0.033,0.026,0.026,0.022,0.017,0.025,0.026,0.022,0.021,0.024,0.014,0.013","0.006,0.018,0.036,0.053,0.073,0.069,0.069,0.073,0.074,0.064,0.077,0.062,0.049,0.048,0.049,0.027,0.024,0.024,0.027,0.02,0.016,0.007,0.01,0.008,0.003,0.002,0.005,0.002,0.003,0.002","0.009,0.018,0.027,0.033,0.055,0.063,0.063,0.08,0.088,0.074,0.057,0.074,0.054,0.06,0.059,0.046,0.034,0.023,0.022,0.027,0.01,0.009,0.005,0.004,0.002,0.003,0.0,0.0,0.0,0.001"
m1113_normalized.obj,Tool,0.46516,0.31091,0.24772,1.46072,0.59294,38.70212,"0.063,0.076,0.072,0.047,0.061,0.051,0.052,0.038,0.049,0.048,0.038,0.038,0.029,0.036,0.038,0.036,0.027,0.022,0.025,0.019,0.02,0.014,0.015,0.016,0.02,0.014,0.011,0.012,0.004,0.009","0.412,0.22,0.142,0.035,0.0,0.0,0.014,0.036,0.0,0.0,0.0,0.0,0.091,0.018,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.005,0.003,0.01,0.002","0.069,0.186,0.269,0.102,0.055,0.023,0.028,0.019,0.044,0.036,0.048,0.034,0.022,0.003,0.0,0.0,0.011,0.012,0.005,0.008,0.005,0.006,0.005,0.0,0.003,0.001,0.002,0.001,0.001,0.002","0.005,0.02,0.03,0.051,0.053,0.085,0.095,0.103,0.077,0.063,0.04,0.038,0.039,0.031,0.038,0.033,0.037,0.039,0.038,0.021,0.009,0.01,0.005,0.008,0.012,0.009,0.003,0.002,0.002,0.004","0.012,0.01,0.023,0.033,0.042,0.051,0.057,0.073,0.079,0.054,0.066,0.076,0.058,0.05,0.057,0.038,0.035,0.03,0.037,0.032,0.022,0.015,0.017,0.013,0.007,0.003,0.001,0.002,0.005,0.002"
m1114_normalized.obj,Tool,0.29591,0.3253,0.19617,1.36879,0.56483,105.9829,"0.157,0.091,0.097,0.059,0.054,0.047,0.047,0.023,0.024,0.024,0.028,0.014,0.023,0.013,0.025,0.014,0.012,0.02,0.016,0.015,0.017,0.008,0.023,0.022,0.023,0.015,0.017,0.027,0.028,0.017","0.145,0.087,0.094,0.092,0.101,0.109,0.125,0.032,0.029,0.041,0.047,0.006,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.045,0.029","0.042,0.102,0.16,0.129,0.074,0.069,0.05,0.06,0.039,0.031,0.041,0.017,0.008,0.008,0.004,0.007,0.011,0.011,0.013,0.012,0.01,0.009,0.009,0.009,0.016,0.014,0.013,0.013,0.01,0.009","0.009,0.021,0.02,0.033,0.056,0.065,0.088,0.095,0.082,0.076,0.073,0.073,0.043,0.047,0.038,0.023,0.019,0.013,0.014,0.017,0.015,0.018,0.013,0.01,0.01,0.009,0.006,0.005,0.005,0.004","0.003,0.007,0.009,0.02,0.031,0.049,0.047,0.065,0.081,0.079,0.085,0.07,0.081,0.063,0.055,0.064,0.033,0.04,0.024,0.019,0.018,0.022,0.013,0.004,0.007,0.002,0.004,0.001,0.001,0.003"
m1115_normalized.obj,Tool,0.37812,0.40098,0.2771,1.34566,0.75071,43.4924,"0.082,0.119,0.085,0.061,0.055,0.051,0.033,0.031,0.028,0.024,0.023,0.03,0.03,0.028,0.023,0.039,0.021,0.012,0.018,0.026,0.025,0.012,0.02,0.017,0.018,0.018,0.024,0.012,0.022,0.013","0.09,0.067,0.083,0.171,0.159,0.177,0.09,0.044,0.0,0.069,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.002,0.009,0.003,0.006,0.0,0.006,0.0,0.001","0.041,0.073,0.138,0.114,0.094,0.062,0.059,0.07,0.064,0.077,0.043,0.044,0.028,0.012,0.004,0.007,0.008,0.004,0.007,0.003,0.006,0.005,0.01,0.005,0.005,0.009,0.004,0.003,0.0,0.001","0.007,0.011,0.03,0.038,0.048,0.049,0.065,0.053,0.079,0.084,0.095,0.076,0.061,0.068,0.051,0.037,0.034,0.024,0.016,0.018,0.011,0.006,0.007,0.006,0.005,0.003,0.007,0.004,0.002,0.005","0.004,0.007,0.012,0.019,0.026,0.024,0.034,0.066,0.069,0.063,0.067,0.072,0.056,0.057,0.072,0.052,0.06,0.058,0.041,0.045,0.033,0.022,0.015,0.005,0.011,0.001,0.001,0.005,0.001,0.002"
m1116_normalized.obj,Tool,0.41428,0.07424,0.06449,1.45001,0.18957,357.15596,"0.276,0.084,0.05,0.041,0.038,0.028,0.019,0.022,0.017,0.023,0.025,0.016,0.019,0.014,0.03,0.025,0.02,0.012,0.014,0.013,0.018,0.015,0.017,0.012,0.011,0.017,0.027,0.037,0.038,0.022","0.031,0.0,0.012,0.014,0.031,0.038,0.0,0.04,0.0,0.046,0.098,0.214,0.195,0.03,0.034,0.018,0.03,0.033,0.0,0.0,0.022,0.0,0.01,0.011,0.005,0.016,0.02,0.008,0.02,0.024","0.089,0.199,0.055,0.039,0.034,0.035,0.021,0.028,0.031,0.02,0.028,0.02,0.007,0.024,0.023,0.009,0.017,0.041,0.04,0.043,0.04,0.031,0.018,0.017,0.008,0.019,0.02,0.017,0.015,0.012","0.008,0.021,0.036,0.052,0.035,0.043,0.037,0.049,0.043,0.049,0.055,0.05,0.061,0.083,0.071,0.081,0.065,0.036,0.034,0.025,0.019,0.02,0.008,0.002,0.007,0.004,0.002,0.001,0.001,0.002","0.008,0.004,0.019,0.022,0.033,0.04,0.039,0.037,0.038,0.05,0.047,0.056,0.06,0.056,0.057,0.058,0.061,0.05,0.062,0.048,0.032,0.033,0.03,0.017,0.015,0.008,0.006,0.003,0.007,0.004"
m1117_normalized.obj,Tool,0.73246,0.24005,0.16748,1.51767,0.54368,378.60893,"0.199,0.124,0.071,0.05,0.033,0.026,0.031,0.031,0.018,0.013,0.012,0.019,0.01,0.016,0.017,0.017,0.013,0.011,0.015,0.012,0.02,0.016,0.016,0.02,0.027,0.026,0.033,0.045,0.039,0.02","0.021,0.034,0.024,0.025,0.022,0.047,0.068,0.066,0.108,0.12,0.108,0.074,0.043,0.037,0.043,0.01,0.017,0.008,0.009,0.008,0.005,0.012,0.002,0.013,0.01,0.005,0.002,0.012,0.02,0.027","0.059,0.121,0.095,0.069,0.053,0.048,0.027,0.033,0.036,0.035,0.04,0.036,0.038,0.039,0.031,0.028,0.024,0.013,0.03,0.025,0.023,0.019,0.016,0.016,0.01,0.01,0.006,0.01,0.005,0.005","0.014,0.041,0.045,0.081,0.056,0.069,0.06,0.059,0.072,0.069,0.064,0.061,0.053,0.051,0.037,0.036,0.024,0.026,0.025,0.019,0.01,0.008,0.003,0.006,0.002,0.004,0.0,0.001,0.003,0.001","0.011,0.023,0.047,0.068,0.071,0.071,0.074,0.087,0.067,0.082,0.069,0.053,0.057,0.044,0.036,0.036,0.022,0.018,0.012,0.015,0.013,0.009,0.004,0.006,0.001,0.002,0.001,0.0,0.0,0.001"
m587_normalized.obj,Tool,6.66377,0.18128,0.10308,1.90348,0.32558,9.10856,"0.054,0.059,0.081,0.058,0.065,0.045,0.048,0.053,0.048,0.041,0.031,0.035,0.031,0.03,0.039,0.037,0.02,0.029,0.028,0.022,0.016,0.012,0.02,0.015,0.013,0.02,0.017,0.016,0.008,0.009","0.007,0.005,0.069,0.15,0.052,0.014,0.032,0.102,0.135,0.066,0.074,0.037,0.009,0.019,0.008,0.013,0.043,0.096,0.009,0.004,0.002,0.0,0.002,0.002,0.002,0.005,0.013,0.015,0.004,0.011","0.035,0.021,0.079,0.08,0.086,0.072,0.059,0.07,0.089,0.08,0.044,0.054,0.045,0.037,0.025,0.034,0.02,0.014,0.012,0.021,0.008,0.006,0.003,0.002,0.001,0.002,0.0,0.0,0.0,0.001","0.022,0.045,0.043,0.043,0.068,0.057,0.038,0.07,0.085,0.07,0.076,0.076,0.057,0.056,0.043,0.042,0.025,0.018,0.016,0.007,0.005,0.011,0.007,0.006,0.002,0.003,0.003,0.003,0.002,0.001","0.013,0.047,0.049,0.058,0.066,0.07,0.075,0.069,0.068,0.063,0.053,0.061,0.054,0.042,0.044,0.044,0.035,0.019,0.018,0.014,0.005,0.012,0.001,0.006,0.004,0.002,0.001,0.003,0.0,0.004"
m588_normalized.obj,Tool,5.05854,0.1612,0.10532,1.58765,0.30239,18.05787,"0.053,0.102,0.075,0.074,0.047,0.045,0.022,0.035,0.041,0.032,0.033,0.039,0.044,0.037,0.051,0.033,0.04,0.021,0.02,0.019,0.023,0.011,0.019,0.017,0.017,0.014,0.018,0.009,0.005,0.004","0.038,0.028,0.016,0.032,0.024,0.03,0.016,0.031,0.031,0.063,0.12,0.053,0.075,0.073,0.033,0.027,0.011,0.007,0.002,0.004,0.01,0.065,0.156,0.011,0.022,0.0,0.006,0.006,0.006,0.004","0.02,0.025,0.042,0.07,0.072,0.046,0.056,0.056,0.044,0.059,0.042,0.045,0.045,0.038,0.037,0.041,0.021,0.016,0.033,0.065,0.053,0.027,0.01,0.007,0.012,0.007,0.001,0.007,0.001,0.002","0.01,0.011,0.028,0.036,0.05,0.05,0.053,0.072,0.071,0.082,0.08,0.067,0.079,0.064,0.037,0.033,0.039,0.019,0.024,0.017,0.015,0.013,0.013,0.01,0.008,0.003,0.005,0.002,0.007,0.002","0.006,0.018,0.031,0.046,0.056,0.063,0.076,0.098,0.081,0.084,0.078,0.077,0.065,0.05,0.044,0.027,0.021,0.021,0.015,0.016,0.01,0.008,0.004,0.001,0.001,0.002,0.0,0.0,0.0,0.001"
m589_normalized.obj,Tool,8.03906,0.09688,0.12317,1.77669,0.31504,9.91343,"0.05,0.067,0.079,0.076,0.064,0.051,0.034,0.054,0.05,0.035,0.04,0.036,0.02,0.029,0.04,0.031,0.026,0.018,0.026,0.022,0.026,0.021,0.022,0.012,0.02,0.015,0.021,0.006,0.004,0.005","0.006,0.026,0.021,0.04,0.062,0.085,0.107,0.086,0.056,0.036,0.023,0.035,0.042,0.048,0.037,0.015,0.027,0.022,0.019,0.018,0.02,0.028,0.027,0.054,0.032,0.002,0.005,0.012,0.005,0.004","0.019,0.027,0.04,0.049,0.05,0.062,0.073,0.071,0.07,0.068,0.063,0.048,0.039,0.05,0.042,0.037,0.038,0.035,0.028,0.024,0.02,0.014,0.006,0.006,0.007,0.004,0.003,0.001,0.001,0.005","0.011,0.022,0.024,0.045,0.052,0.059,0.065,0.081,0.065,0.07,0.075,0.072,0.072,0.05,0.058,0.035,0.026,0.029,0.015,0.017,0.017,0.01,0.008,0.007,0.003,0.002,0.005,0.002,0.002,0.001","0.01,0.018,0.018,0.03,0.056,0.043,0.085,0.086,0.087,0.076,0.09,0.065,0.059,0.061,0.039,0.036,0.037,0.025,0.014,0.023,0.013,0.013,0.004,0.006,0.001,0.0,0.002,0.001,0.0,0.002"
m590_normalized.obj,Tool,2.36143,0.13581,0.09226,1.64686,0.24437,18.56701,"0.051,0.077,0.083,0.089,0.071,0.066,0.053,0.036,0.048,0.034,0.033,0.034,0.034,0.021,0.02,0.028,0.02,0.023,0.015,0.022,0.025,0.02,0.031,0.016,0.009,0.012,0.014,0.009,0.004,0.002","0.008,0.017,0.034,0.039,0.061,0.098,0.114,0.091,0.075,0.073,0.053,0.038,0.03,0.031,0.045,0.043,0.044,0.013,0.021,0.031,0.001,0.0,0.0,0.007,0.005,0.0,0.0,0.0,0.015,0.013","0.015,0.032,0.047,0.063,0.066,0.073,0.073,0.091,0.072,0.058,0.059,0.056,0.044,0.05,0.052,0.041,0.023,0.014,0.011,0.019,0.005,0.007,0.009,0.004,0.002,0.005,0.0,0.001,0.005,0.003","0.005,0.018,0.015,0.018,0.037,0.043,0.056,0.067,0.071,0.074,0.086,0.083,0.078,0.07,0.05,0.05,0.044,0.028,0.02,0.024,0.02,0.011,0.012,0.006,0.004,0.002,0.004,0.0,0.003,0.001","0.003,0.003,0.017,0.033,0.037,0.034,0.058,0.057,0.074,0.064,0.072,0.091,0.075,0.077,0.061,0.067,0.037,0.028,0.031,0.02,0.017,0.013,0.01,0.008,0.005,0.001,0.003,0.003,0.0,0.001"
m591_normalized.obj,Tool,3.62951,0.11851,0.10248,1.7882,0.25232,27.3654,"0.051,0.12,0.085,0.089,0.062,0.04,0.024,0.042,0.03,0.025,0.025,0.026,0.03,0.031,0.035,0.031,0.024,0.019,0.019,0.02,0.018,0.028,0.027,0.018,0.016,0.017,0.013,0.02,0.011,0.004","0.006,0.014,0.047,0.054,0.086,0.072,0.054,0.022,0.007,0.015,0.094,0.067,0.033,0.069,0.065,0.05,0.07,0.045,0.002,0.003,0.009,0.0,0.001,0.042,0.041,0.004,0.003,0.006,0.012,0.007","0.024,0.042,0.063,0.079,0.075,0.057,0.047,0.049,0.1,0.055,0.058,0.06,0.041,0.025,0.029,0.025,0.045,0.014,0.022,0.015,0.02,0.009,0.013,0.014,0.007,0.001,0.005,0.001,0.004,0.001","0.009,0.008,0.027,0.032,0.033,0.044,0.055,0.052,0.075,0.074,0.082,0.077,0.077,0.063,0.075,0.044,0.035,0.033,0.024,0.013,0.017,0.012,0.006,0.007,0.005,0.008,0.003,0.0,0.004,0.006","0.005,0.012,0.021,0.037,0.044,0.051,0.08,0.071,0.083,0.091,0.092,0.075,0.079,0.054,0.053,0.046,0.022,0.023,0.022,0.015,0.011,0.005,0.001,0.003,0.0,0.002,0.0,0.001,0.0,0.001"
D01008_normalized.obj,Train,3.09118,0.15868,0.07709,1.84943,0.12182,6.48827,"0.046,0.042,0.058,0.084,0.067,0.065,0.059,0.052,0.049,0.045,0.046,0.041,0.035,0.032,0.032,0.03,0.04,0.023,0.029,0.014,0.011,0.016,0.02,0.014,0.012,0.016,0.007,0.006,0.003,0.006","0.003,0.003,0.011,0.022,0.019,0.018,0.068,0.049,0.029,0.048,0.074,0.05,0.064,0.042,0.042,0.035,0.018,0.045,0.05,0.048,0.045,0.057,0.037,0.021,0.029,0.041,0.011,0.002,0.005,0.014","0.007,0.013,0.02,0.024,0.04,0.049,0.067,0.073,0.072,0.077,0.064,0.053,0.056,0.045,0.047,0.03,0.032,0.041,0.033,0.03,0.028,0.033,0.012,0.012,0.014,0.014,0.008,0.004,0.0,0.002","0.008,0.012,0.014,0.012,0.015,0.026,0.027,0.036,0.036,0.042,0.051,0.049,0.046,0.062,0.062,0.054,0.054,0.054,0.063,0.047,0.051,0.05,0.037,0.029,0.017,0.023,0.009,0.008,0.005,0.001","0.004,0.015,0.018,0.028,0.034,0.042,0.033,0.045,0.056,0.041,0.048,0.053,0.067,0.061,0.048,0.054,0.054,0.056,0.036,0.04,0.039,0.035,0.027,0.015,0.017,0.014,0.008,0.008,0.003,0.001"
D01014_normalized.obj,Train,17.83727,0.00456,0.40417,1.99856,0.52366,152.44977,"0.157,0.169,0.083,0.058,0.043,0.034,0.025,0.023,0.027,0.009,0.01,0.015,0.009,0.007,0.015,0.011,0.014,0.013,0.012,0.017,0.016,0.013,0.02,0.023,0.022,0.038,0.032,0.034,0.033,0.018","0.013,0.041,0.051,0.044,0.043,0.034,0.047,0.026,0.045,0.027,0.035,0.05,0.032,0.038,0.042,0.026,0.025,0.037,0.035,0.028,0.036,0.023,0.046,0.025,0.036,0.037,0.013,0.016,0.024,0.025","0.05,0.059,0.086,0.069,0.062,0.062,0.05,0.043,0.05,0.05,0.058,0.045,0.035,0.041,0.022,0.032,0.038,0.019,0.029,0.019,0.011,0.022,0.007,0.009,0.01,0.01,0.005,0.003,0.003,0.001","0.008,0.011,0.018,0.015,0.035,0.039,0.046,0.044,0.048,0.056,0.064,0.056,0.052,0.08,0.066,0.053,0.059,0.048,0.045,0.034,0.024,0.027,0.015,0.015,0.018,0.005,0.004,0.01,0.003,0.002","0.006,0.006,0.013,0.022,0.023,0.039,0.044,0.047,0.066,0.056,0.049,0.067,0.068,0.063,0.058,0.067,0.056,0.055,0.047,0.039,0.034,0.015,0.014,0.012,0.015,0.008,0.004,0.0,0.005,0.002"
D01016_normalized.obj,Train,0.1913,0.18996,0.07433,1.36822,0.15274,33.6185,"0.066,0.084,0.091,0.084,0.069,0.056,0.041,0.031,0.028,0.027,0.022,0.034,0.032,0.022,0.026,0.029,0.02,0.016,0.021,0.027,0.012,0.016,0.023,0.022,0.022,0.028,0.011,0.013,0.016,0.011","0.08,0.178,0.125,0.14,0.151,0.144,0.116,0.057,0.0,0.0,0.001,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.002","0.034,0.093,0.15,0.148,0.084,0.069,0.077,0.067,0.057,0.062,0.051,0.04,0.033,0.015,0.007,0.001,0.002,0.0,0.001,0.001,0.001,0.0,0.0,0.0,0.001,0.001,0.002,0.001,0.0,0.002","0.014,0.016,0.048,0.049,0.066,0.071,0.093,0.074,0.086,0.083,0.085,0.075,0.076,0.056,0.032,0.031,0.021,0.006,0.004,0.007,0.002,0.001,0.0,0.001,0.002,0.0,0.0,0.0,0.0,0.001","0.005,0.006,0.01,0.017,0.025,0.037,0.024,0.057,0.047,0.052,0.06,0.052,0.06,0.061,0.06,0.052,0.06,0.056,0.057,0.043,0.036,0.033,0.026,0.016,0.02,0.015,0.01,0.001,0.0,0.002"
D01027_normalized.obj,Train,6.41494,0.12745,0.2163,1.92678,0.35702,12.51978,"0.048,0.057,0.079,0.081,0.061,0.052,0.062,0.053,0.042,0.043,0.038,0.038,0.031,0.021,0.029,0.026,0.033,0.024,0.02,0.016,0.024,0.018,0.024,0.015,0.015,0.01,0.011,0.011,0.01,0.008","0.031,0.046,0.049,0.019,0.07,0.054,0.073,0.049,0.021,0.044,0.051,0.037,0.022,0.068,0.056,0.028,0.045,0.047,0.029,0.037,0.041,0.02,0.026,0.023,0.001,0.0,0.002,0.001,0.004,0.006","0.007,0.028,0.022,0.04,0.068,0.05,0.054,0.072,0.055,0.069,0.061,0.063,0.053,0.045,0.046,0.036,0.038,0.03,0.03,0.019,0.03,0.015,0.021,0.02,0.009,0.01,0.0,0.004,0.003,0.002","0.013,0.016,0.017,0.034,0.03,0.04,0.042,0.047,0.072,0.06,0.057,0.062,0.068,0.081,0.054,0.049,0.051,0.046,0.035,0.026,0.024,0.013,0.013,0.013,0.013,0.004,0.007,0.005,0.005,0.003","0.009,0.019,0.023,0.025,0.04,0.039,0.043,0.072,0.059,0.068,0.078,0.077,0.058,0.061,0.046,0.05,0.038,0.035,0.027,0.025,0.024,0.02,0.016,0.016,0.008,0.012,0.005,0.003,0.002,0.002"
D01031_normalized.obj,Train,1.783,0.23817,0.21574,1.9186,0.26615,50.504,"0.073,0.102,0.092,0.068,0.052,0.039,0.043,0.034,0.039,0.03,0.03,0.028,0.024,0.025,0.024,0.022,0.024,0.026,0.022,0.031,0.03,0.027,0.023,0.019,0.017,0.022,0.012,0.008,0.009,0.005","0.002,0.004,0.007,0.013,0.045,0.01,0.01,0.021,0.024,0.03,0.042,0.066,0.042,0.046,0.038,0.025,0.025,0.043,0.037,0.028,0.02,0.015,0.042,0.109,0.06,0.109,0.018,0.02,0.029,0.02","0.014,0.025,0.034,0.046,0.047,0.049,0.074,0.074,0.054,0.053,0.02,0.017,0.03,0.027,0.039,0.021,0.029,0.026,0.036,0.037,0.034,0.032,0.029,0.029,0.024,0.023,0.036,0.016,0.014,0.011","0.005,0.001,0.015,0.013,0.022,0.016,0.025,0.041,0.04,0.039,0.047,0.055,0.047,0.047,0.038,0.043,0.042,0.05,0.05,0.044,0.058,0.05,0.045,0.038,0.04,0.033,0.027,0.019,0.007,0.003","0.003,0.01,0.013,0.015,0.021,0.025,0.039,0.034,0.046,0.053,0.059,0.054,0.063,0.062,0.047,0.055,0.056,0.051,0.051,0.041,0.039,0.04,0.034,0.025,0.021,0.013,0.014,0.008,0.004,0.004"
D01035_normalized.obj,Train,0.89771,0.0392,0.00847,1.95147,0.0118,41.42539,"0.069,0.122,0.088,0.07,0.053,0.043,0.035,0.046,0.027,0.022,0.027,0.024,0.03,0.025,0.03,0.027,0.023,0.02,0.027,0.018,0.022,0.02,0.024,0.022,0.029,0.02,0.02,0.01,0.006,0.001","0.004,0.014,0.016,0.008,0.019,0.037,0.028,0.015,0.011,0.02,0.013,0.02,0.027,0.032,0.035,0.036,0.031,0.027,0.036,0.047,0.064,0.078,0.057,0.049,0.033,0.07,0.063,0.056,0.043,0.011","0.017,0.031,0.039,0.058,0.077,0.071,0.065,0.048,0.035,0.02,0.031,0.021,0.03,0.026,0.033,0.025,0.026,0.025,0.026,0.022,0.035,0.038,0.034,0.034,0.027,0.034,0.03,0.02,0.009,0.013","0.007,0.012,0.02,0.03,0.024,0.039,0.031,0.04,0.047,0.053,0.045,0.055,0.053,0.053,0.059,0.052,0.065,0.061,0.052,0.051,0.047,0.043,0.029,0.015,0.009,0.004,0.002,0.001,0.0,0.001","0.003,0.01,0.007,0.015,0.019,0.026,0.035,0.033,0.033,0.047,0.047,0.064,0.055,0.075,0.067,0.049,0.044,0.049,0.037,0.05,0.044,0.039,0.047,0.027,0.028,0.019,0.013,0.009,0.004,0.005"
