name,class,vertices,faces,bbox,type
D00827.obj,RoundTable,4064,8100,-0.671223 1.04606 -0.594336 1.24015 -0.926859 0.844353,triangles
D00866.obj,RoundTable,4105,8099,-0.735421 0.587976 -0.822968 0.516124 -0.5827 0.56519,triangles
D00909.obj,RoundTable,3891,7508,-0.747098 0.765997 -0.735746 0.627858 -0.557324 0.766642,triangles
D00948.obj,RoundTable,4058,8100,-0.373726 0.779868 -0.445699 0.444198 -0.446052 0.446541,triangles
m921.obj,RoundTable,4211,8100,0.025 0.975 0.025 0.468679 0.025 0.975,triangles
m922.obj,RoundTable,4060,8100,0.025 0.975 0.025 0.535625 0.025 0.928504,triangles
m923.obj,RoundTable,4068,8100,0.025 0.97442 0.025 0.526223 0.025 0.975,triangles
m924.obj,RoundTable,3126,3995,0.025 0.975 0.025 0.336326 0.025 0.957883,triangles
m925.obj,RoundTable,3618,5923,0.025 0.974907 0.025 0.568592 0.025 0.975,triangles
m926.obj,RoundTable,4064,6937,0.025 0.975 0.025 0.791605 0.025 0.975,triangles
m927.obj,RoundTable,4068,8100,0.025 0.974424 0.025 0.354664 0.025 0.975,triangles
m928.obj,RoundTable,3688,6866,0.025 0.975 0.025 0.804676 0.025 0.975,triangles
m929.obj,RoundTable,4032,6561,0.0292805 0.957878 0.025 0.562554 0.025 0.975,triangles
m930.obj,RoundTable,4062,8100,0.025 0.641081 0.025 0.975 0.025 0.641081,triangles
m931.obj,RoundTable,4060,8100,0.025 0.811207 0.025 0.975 0.025 0.772727,triangles
m932.obj,RoundTable,4334,8100,0.025 0.975 0.02500216 0.6202072 0.025 0.975,triangles
m933.obj,RoundTable,4056,8100,0.025 0.975 0.025 0.559375 0.025 0.928504,triangles
m934.obj,RoundTable,4060,8100,0.025 0.975 0.025 0.814898 0.025 0.975,triangles
m935.obj,RoundTable,4036,8100,0.025 0.876203 0.025 0.975 0.025 0.876186,triangles
m937.obj,RoundTable,4354,8704,0.025 0.975 0.025 0.763889 0.025 0.975,triangles
m938.obj,RoundTable,4058,8100,0.025 0.87475 0.025 0.876735 0.025 0.975,triangles
D00057.obj,Shelf,3682,6900,-0.956341 0.730087 -0.702769 0.462335 -0.300438 0.20203,triangles
D00074.obj,Shelf,3802,4672,-0.758328 1.0382 -0.635381 0.850289 -0.284787 0.160204,triangles
D00129.obj,Shelf,4130,8100,-0.760135 0.763554 -0.731221 0.923977 -0.280218 0.19845,triangles
D00171.obj,Shelf,4155,7824,-0.825938 0.917115 -0.635851 0.29728 -0.291628 0.261916,triangles
D00198.obj,Shelf,4159,8100,-0.799434 0.744647 -0.750856 0.64536 -0.09851 0.27292,triangles
D00242.obj,Shelf,4108,7592,-1.17163 0.757996 -1.02622 0.902776 -0.193852 0.394703,triangles
D00337.obj,Shelf,4091,8099,-0.741947 1.12612 -1.09398 0.705403 -0.30007 0.108376,triangles
D00352.obj,Shelf,4052,8100,-0.719658 1.07551 -0.832937 0.502862 -0.25964698 0.225189,triangles
D00468.obj,Shelf,4069,8100,-1.14697 0.728744 -1.02188 0.831612 -0.382021 0.376543,triangles
D00592.obj,Shelf,4069,8100,-0.764685 1.21042 -0.890851 1.06315 -0.315815 0.177537,triangles
D00631.obj,Shelf,4138,8100,-0.833323 1.00919 -0.725468 0.830073 -0.126855 0.184888,triangles
D00691.obj,Shelf,4354,7562,-0.796913 0.940277 -0.453451 0.519454 -0.143362 0.109983,triangles
D00725.obj,Shelf,4107,8100,-0.757576 1.09321 -0.746881 0.890021 -0.229562 0.196062,triangles
D00772.obj,Shelf,4125,8100,-0.571215 0.95787 -0.934896 0.745017 -0.223388 0.11265,triangles
D00781.obj,Shelf,4266,8099,-0.793321 1.15081 -0.897298 0.933888 -0.567211 0.478878,triangles
D00818.obj,Shelf,4148,8099,-0.53989 0.981276 -0.604997 0.665191 -0.220333 0.216049,triangles
D00881.obj,Shelf,3782,7296,-0.767308 1.17375 -0.963581 0.960719 -0.190552 0.128665,triangles
D00887.obj,Shelf,4144,8100,-0.754657 1.12675 -0.470923 0.704412 -0.129496 0.180283,triangles
D00917.obj,Shelf,4205,8099,-0.946831 0.882232 -0.413191 0.521659 -0.1558 0.392554,triangles
D00956.obj,Shelf,4228,8224,-0.803797 0.934691 -0.721052 0.5545 -0.215748 0.179699,triangles
m844.obj,Shelf,4113,8100,0.025 0.975 0.025 0.826961 0.025 0.204296,triangles
m845.obj,Shelf,4211,8099,0.025 0.785639 0.025 0.975 0.025 0.263024,triangles
m846.obj,Shelf,4100,8100,0.025 0.551 0.025 0.975 0.025 0.267805,triangles
m847.obj,Shelf,4156,8100,0.025 0.660413 0.025 0.975 0.025 0.225022,triangles
m849.obj,Shelf,3843,7592,0.025 0.975 0.025 0.662127 0.025 0.178756,triangles
m850.obj,Shelf,4119,8100,0.025 0.975 0.025 0.78355 0.025 0.198028,triangles
m851.obj,Shelf,4129,8100,0.025 0.839286 0.025 0.975 0.025 0.296429,triangles
m852.obj,Shelf,4239,8100,0.025 0.79527 0.025 0.975 0.025 0.281757,triangles
m853.obj,Shelf,4242,8100,0.025 0.755769 0.025 0.975 0.025 0.207692,triangles
m854.obj,Shelf,4166,8192,0.025 0.974269 0.025 0.975 0.025 0.193419,triangles
m855.obj,Shelf,3991,7332,0.025 0.975 0.025 0.816667 0.025 0.5,triangles
m856.obj,Shelf,4066,8100,0.025 0.975 0.025 0.791105 0.025 0.408053,triangles
m857.obj,Shelf,4078,8100,0.025 0.975 0.025 0.668611 0.025 0.331583,triangles
m858.obj,Shelf,3978,7168,0.025 0.975 0.025 0.5 0.025 0.12,triangles
m859.obj,Shelf,4248,8100,0.025 0.677822 0.025 0.975 0.025 0.322313,triangles
m860.obj,Shelf,4064,8100,0.025 0.975 0.025 0.788295 0.025 0.291699,triangles
m861.obj,Shelf,4092,8099,0.025 0.975 0.025 0.910624 0.025 0.176864,triangles
m862.obj,Shelf,4094,8100,0.025 0.468246 0.025 0.975 0.025 0.912536,triangles
m863.obj,Shelf,4281,8100,0.025 0.590289 0.025 0.975 0.025 0.213433,triangles
m864.obj,Shelf,4306,8100,0.025 0.5 0.025 0.975 0.025 0.183336,triangles
m865.obj,Shelf,3951,7410,0.025 0.722957 0.025 0.975 0.025 0.257657,triangles
m866.obj,Shelf,4257,8099,0.025 0.936995 0.025 0.975 0.025 0.329004,triangles
m868.obj,Shelf,4018,7872,0.025 0.387727 0.025 0.975 0.025 0.197727,triangles
D00027.obj,Ship,4202,4887,-0.70186 1.03006 -0.403568 0.302762 -0.196767 0.180722,triangles
D00042.obj,Ship,4400,8099,-1.00258 0.964704 -0.203019 0.255754 -0.422159 0.208107,triangles
D00099.obj,Ship,3906,7616,-0.921394 0.950876 -0.256689 0.450704 -0.117036 0.193121,triangles
D00175.obj,Ship,4143,7897,-0.6809045 0.865118 -0.24708614 0.21949057 -0.165009 0.21715917,triangles
D00247.obj,Ship,4232,7814,-0.9366074 0.9903935 -0.24984856 0.193791 -0.127142 0.149932,triangles
D00258.obj,Ship,2874,5747,-0.964138 0.895676 -0.368354 0.321623 -0.1331956 0.1191202,triangles
D00292.obj,Ship,4340,4887,-0.704417 1.02567 -0.410858 0.296958 -0.181184 0.17597,triangles
D00429.obj,Ship,4111,7536,-0.6835806 1.00175 -0.24445085 0.30011818 -0.327327 0.31239906,triangles
D00467.obj,Ship,3641,4917,-1.01228 0.95186 -0.269387 0.150805 -0.093821 0.100438,triangles
D00539.obj,Ship,4374,8064,-1.03133 0.8969915 -0.215717 0.14847799 -0.19677913 0.228831,triangles
D00543.obj,Ship,4358,8100,-0.839732 1.0645545 -0.38567147 0.215636 -0.205628 0.18806182,triangles
D00647.obj,Ship,4257,8404,-0.974421 0.981983 -0.228144 0.168889 -0.143241 0.126853,triangles
D00771.obj,Ship,4243,8100,-0.8479556 1.09141 -0.49749956 0.2563963 -0.115535 0.08999806,triangles
D00791.obj,Ship,4200,4887,-1.00437 0.725268 -0.305311 0.406037 -0.179924 0.184624,triangles
D00809.obj,Ship,4176,7479,-0.97669685 0.8977404 -0.4317947 0.2637205 -0.161653 0.1915185,triangles
D00837.obj,Ship,4256,7885,-0.9183133 1.00797 -0.2732664 0.167856 -0.124809 0.153832,triangles
D00896.obj,Ship,4380,8099,-1.13694 0.757844 -0.444753 0.335244 -0.259955 0.251197,triangles
D00907.obj,Ship,3680,7110,-0.618782 0.876617 -0.284349 0.334906 -0.264673 0.31066,triangles
D00935.obj,Ship,4074,8100,-0.914527 0.965058 -0.120096 0.208284 -0.060672 0.114198,triangles
D00949.obj,Ship,4395,8099,-1.01365 0.9304179 -0.247172 0.5141145 -0.209759 0.38597876,triangles
m1427.obj,Ship,7627,14092,0.025 0.97201145 0.025 0.219739 0.03048975 0.17611025,triangles
m1428.obj,Ship,4397,8100,0.025 0.975 0.025 0.239868 0.026636 0.144704,triangles
m1429.obj,Ship,3605,6166,0.025 0.975 0.025 0.301662 0.025 0.13238,triangles
m1430.obj,Ship,4133,7339,0.025 0.975 0.025 0.367111 0.025 0.138905,triangles
m1431.obj,Ship,4322,8099,0.025 0.975 0.025 0.155858 0.029386 0.172307,triangles
m1432.obj,Ship,4290,8099,0.025 0.975 0.025 0.262155 0.025 0.119449,triangles
m1433.obj,Ship,9533,17777,0.025 0.975 0.025 0.313262 0.038047 0.182382,triangles
m1434.obj,Ship,3750,7365,0.025 0.47232 0.025 0.276558 0.025 0.975,triangles
m1435.obj,Ship,4241,4887,0.025 0.21916 0.025 0.403522 0.025 0.975,triangles
m1436.obj,Ship,4189,8308,0.025 0.155969 0.025 0.209796 0.025 0.975,triangles
m1437.obj,Ship,4396,8100,0.025 0.975 0.025 0.284961 0.025 0.127364,triangles
m1438.obj,Ship,4179,8079,0.025 0.975 0.025 0.19299 0.025 0.187891,triangles
m1439.obj,Ship,4102,8176,0.025 0.975 0.025 0.2687 0.025 0.122699,triangles
m1440.obj,Ship,4230,5977,0.025 0.975 0.025 0.221908 0.025 0.262171,triangles
m1441.obj,Ship,10756,19742,0.025 0.975 0.025 0.40114513 0.025 0.239859,triangles
m1442.obj,Ship,3838,6992,0.025 0.164983 0.025 0.305256 0.025012296 0.975,triangles
m1444.obj,Ship,4349,8078,0.025 0.231519 0.025 0.45932 0.026296608 0.975,triangles
m1446.obj,Ship,4245,7802,0.025 0.975 0.0251165 0.159787 0.025 0.24458514,triangles
m1447.obj,Ship,4287,8099,0.025 0.121877 0.025 0.179082 0.025 0.975,triangles
m1448.obj,Ship,4122,8100,0.025 0.186087 0.025 0.975 0.025 0.681739,triangles
m1449.obj,Ship,4050,8100,0.025 0.223899 0.025 0.849298 0.025 0.975,triangles
m1450.obj,Ship,4215,8100,0.025 0.238483 0.059869 0.843388 0.025 0.975,triangles
m1451.obj,Ship,4088,8038,0.025 0.181495 0.025 0.975 0.025 0.691454,triangles
m1452.obj,Ship,4154,8099,0.025 0.603552 0.025 0.975 0.025 0.158593,triangles
m1453.obj,Ship,4113,8051,0.025 0.440089 0.024992995 0.690945 0.024985457 0.975,triangles
m1454.obj,Ship,4076,8100,0.025 0.637377 0.025 0.820991 0.025 0.975,triangles
m1455.obj,Ship,4076,8100,0.025 0.402439 0.025 0.706094 0.025 0.975,triangles
m1456.obj,Ship,4093,8100,0.025 0.882844 0.025 0.975 0.025 0.270117,triangles
m1457.obj,Ship,4196,8098,0.025 0.375197 0.025 0.59733 0.025 0.975,triangles
m1458.obj,Ship,4245,8089,0.025 0.975 0.025 0.89088 0.025 0.554814,triangles
m1459.obj,Ship,3984,7672,0.025 0.975 0.025 0.664405 0.025 0.42026,triangles
m1460.obj,Ship,4190,8100,0.025086 0.67776924 0.0250255 0.518839 0.025 0.975,triangles
m1461.obj,Ship,2663,4850,0.025 0.718676 0.025 0.513399 0.025 0.9749993,triangles
m1462.obj,Ship,4214,8100,0.025 0.548358 0.025 0.524952 0.025 0.975,triangles
m1463.obj,Ship,4069,8100,0.025 0.975 0.025 0.164155 0.025 0.12241,triangles
m1464.obj,Ship,4165,8099,0.025 0.193678 0.025 0.342441 0.025 0.975,triangles
m1465.obj,Ship,4216,8100,0.025024673 0.975 0.025055 0.147138 0.025 0.14678678,triangles
m1466.obj,Ship,4304,8100,0.025 0.169516 0.025 0.212589 0.025112 0.974367,triangles
m1467.obj,Ship,4086,8100,0.025 0.159527 0.025 0.294733 0.025 0.975,triangles
m1468.obj,Ship,3908,7476,0.025 0.975 0.025 0.227148 0.025 0.178993,triangles
m1469.obj,Ship,3805,7288,0.025 0.129224 0.025 0.28801 0.025 0.975,triangles
m1470.obj,Ship,4117,8054,0.025 0.122405 0.025 0.164154 0.025 0.975,triangles
m1471.obj,Ship,4240,8099,0.025 0.975 0.025 0.350313 0.025 0.453156,triangles
m1670.obj,Sign,4377,8099,0.025 0.335607 0.025 0.975 0.025 0.068536,triangles
m1671.obj,Sign,4252,8099,0.025 0.338838 0.025 0.975 0.025 0.075532,triangles
m1672.obj,Sign,3896,7562,0.025 0.670752 0.025 0.975 0.025 0.11303,triangles
m1673.obj,Sign,4221,8100,0.025 0.429 0.025 0.975 0.025 0.072555,triangles
m1674.obj,Sign,4075,8100,0.025 0.596402 0.025 0.975 0.025 0.083778,triangles
m1675.obj,Sign,4188,8100,0.025 0.318634 0.025 0.975 0.025 0.044992,triangles
m1676.obj,Sign,4031,8034,0.025 0.231959 0.025 0.975 0.025 0.057745,triangles
m1678.obj,Sign,3893,7633,0.025 0.209241 0.025 0.975 0.025 0.045404,triangles
m1679.obj,Sign,4092,8100,0.025 0.154414 0.025 0.975 0.025 0.084022,triangles
m1680.obj,Sign,4056,8100,0.025 0.377568 0.025 0.975 0.025 0.052018,triangles
m1681.obj,Sign,4074,8100,0.025 0.416613 0.025 0.975 0.025 0.057631,triangles
m1682.obj,Sign,4140,8100,0.025 0.975 0.025 0.852742 0.025 0.357307,triangles
m1683.obj,Sign,4102,8100,0.025 0.970492 0.025 0.975 0.025 0.358657,triangles
m1684.obj,Sign,3974,7936,0.025 0.975 0.025 0.94233 0.025 0.104207,triangles
m1685.obj,Sign,4138,8100,0.025 0.807462 0.025 0.975 0.025 0.306966,triangles
D00006.obj,Skyscraper,4343,7391,-0.86549 1.06092 -0.383786 0.452534 -0.427664 0.325606,triangles
D00058.obj,Skyscraper,3888,7159,-0.866731 0.96661234 -0.316891 0.24092896 -0.18566987 0.209522,triangles
D00059.obj,Skyscraper,4274,6932,-0.921168 0.990169 -0.369327 0.265781 -0.31361 0.328817,triangles
D00105.obj,Skyscraper,4317,8100,-1.03018 0.516563 -0.304715 0.184333 -0.206293 0.176329,triangles
D00125.obj,Skyscraper,4390,8099,-0.901612 0.55968356 -0.208073 0.258848 -0.1646515 0.184044,triangles
D00126.obj,Skyscraper,3057,6646,-2.0010872 1.0644932 -0.28980866 0.3699171 -0.24435145 0.15392338,triangles
D00130.obj,Skyscraper,4326,8100,-0.941441 0.876353 -0.179672 0.229129 -0.185709 0.207345,triangles
D00259.obj,Skyscraper,4203,6804,-0.91519976 0.683792 -0.182573 0.11706 -0.129423 0.138955,triangles
D00300.obj,Skyscraper,3315,6491,-0.881644 0.900784 -0.182475 0.22764686 -0.19238293 0.19267,triangles
D00520.obj,Skyscraper,4259,3948,-0.857575 1.11018 -0.378073 0.274454 -0.255684 0.266699,triangles
D00532.obj,Skyscraper,4016,6869,-0.90421623 0.958682 -0.293712 0.42833 -0.256465 0.22904,triangles
D00584.obj,Skyscraper,3923,7165,-0.92586637 1.11754 -0.293214 0.368587 -0.18180159 0.2670375,triangles
D00589.obj,Skyscraper,4376,8100,-0.891001 0.84234 -0.249752 0.18544863 -0.21074094 0.221908,triangles
D00641.obj,Skyscraper,4242,8100,-0.867232 1.00218 -0.183149 0.267759 -0.205679 0.216752,triangles
D00664.obj,Skyscraper,3649,6971,-0.771369 0.7644601 -0.284353 0.301205 -0.248104 0.26775524,triangles
D00729.obj,Skyscraper,4156,6706,-1.0830175 0.822344 -0.370116 0.602401 -0.343486 0.3587916,triangles
D00822.obj,Skyscraper,3814,8100,-0.8118254 0.76384825 -0.207535 0.19049352 -0.20617072 0.18377478,triangles
D00870.obj,Skyscraper,3786,6139,-0.8772746 1.0845085 -0.39903226 0.24708988 -0.24681966 0.22878198,triangles
D00872.obj,Skyscraper,4149,8100,-1.25123 0.451695 -0.247287 0.257228 -0.181341 0.373556,triangles
D00998.obj,Skyscraper,3865,5926,-1.17797 0.467106 -0.185787 0.16659 -0.160495 0.172304,triangles
D00014.obj,Spoon,3891,3730,3.419584 4.279629 0.835941 5.10234 -0.025512 0.278286,triangles
D00085.obj,Spoon,1593,750,-1.422137 3.04557 1.328523 2.211927 -0.001013 0.348922,triangles
D00144.obj,Spoon,3699,3524,0.121356 0.186049 0.300286 0.618646 0.031978 0.055897,triangles
D00157.obj,Spoon,2786,1573,-0.884846 0.922286 -0.6884 6.321997 -0.0 0.455736,triangles
D00196.obj,Spoon,2631,876,-0.160935 0.146018 -0.102328 0.105094 0.0 0.01905,triangles
D00338.obj,Spoon,3426,2343,-0.538977 13.447721 0.169091 12.13092 0.0 4.743915,triangles
D00422.obj,Spoon,1618,1255,-0.027843 0.039432 -0.116957 -0.093315 0.064647 0.106098,triangles
D00474.obj,Spoon,2791,4637,-0.150256 -0.01698 0.020605 0.04325 0.0 0.00685,triangles
D00497.obj,Spoon,1040,778,0.006005 0.054753 0.035645 0.058796 -0.0 0.248042,triangles
D00517.obj,Spoon,3349,3631,-10.1767 10.1767 -10.1767 195.832 0.0 10.1767,triangles
D00562.obj,Spoon,3793,4768,-4.91905 -3.81887 10.8063 11.7129 0.344216 0.456064,triangles
D00593.obj,Spoon,3785,4792,0.0 1.5907795 0.0 0.311811 0.0 8.357558,triangles
D00661.obj,Spoon,4006,2983,2.753555 4.40624 -0.591884 -0.208667 0.011549 0.1787325,triangles
D00669.obj,Spoon,3219,2418,-0.33655 0.33655 -0.04445 1.083619 0.018273 0.669657,triangles
D00674.obj,Spoon,3467,5489,-0.559925 1.050993 -2.178684 1.516141 -0.257557 0.263714,triangles
D00683.obj,Spoon,3745,3330,-1.88431 -1.84047 1.36683 1.52078 0.002341 0.0450473,triangles
D00790.obj,Spoon,2926,1917,-0.018031 13.033793 -3.277825 8.968065 -0.0 11.785623,triangles
D00842.obj,Spoon,3797,2894,0.482661 1.210242 1.835353 1.964791 -0.29845 -0.258362,triangles
D00927.obj,Spoon,4086,2472,-0.128479 0.666226 -0.085583 0.086442 -0.0 0.117144,triangles
D00964.obj,Spoon,3057,2756,-2.81 2.81 -5.62 19.855871 0.88 3.13755,triangles
m1353.obj,Starship,4169,8099,0.025 0.489988 0.025 0.975 0.025 0.336106,triangles
m1354.obj,Starship,4090,8100,0.024999833 0.9750001 0.025000026 0.279811 0.025000067 0.504878,triangles
m1355.obj,Starship,4153,7647,0.025000188 0.8592519 0.025 0.9749994 0.025001874 0.328011,triangles
m1356.obj,Starship,4296,8099,0.025 0.975 0.025 0.614445 0.025 0.688768,triangles
m1357.obj,Starship,3907,4775,0.025 0.975 0.026551 0.16782933 0.025 0.424339,triangles
m1358.obj,Starship,4350,8099,0.025 0.45472 0.025 0.230642 0.025 0.975,triangles
m1359.obj,Starship,4112,8100,0.025 0.471212 0.025 0.356061 0.025 0.975,triangles
m1360.obj,Starship,9747,17132,0.025 0.439815 0.025 0.22901118 0.025 0.975,triangles
m1361.obj,Starship,3676,7278,0.025 0.841756 0.025 0.21772 0.025 0.975,triangles
m1362.obj,Starship,3700,6888,0.025 0.975 0.025123931 0.22272259 0.025 0.7189,triangles
m1364.obj,Starship,4333,7842,0.024999937 0.85925084 0.025 0.9749998 0.025001667 0.328011,triangles
m1365.obj,Starship,4266,8100,0.025 0.975 0.025 0.750444 0.025 0.201007,triangles
m1366.obj,Starship,4112,8100,0.025 0.476787 0.025 0.975 0.025 0.245535,triangles
m1368.obj,Starship,3050,6097,0.025 0.360794 0.0250916 0.13561644 0.025 0.97497725,triangles
m1369.obj,Starship,4250,8099,0.025 0.975 0.025 0.405352 0.025 0.200913,triangles
m1370.obj,Starship,4375,8117,0.025 0.432507 0.025 0.256189 0.025 0.975,triangles
m1371.obj,Starship,10331,18847,0.025 0.42152 0.025 0.220545 0.025 0.975,triangles
m1372.obj,Starship,4254,8098,0.025 0.746801 0.025 0.975 0.025 0.187233,triangles
m1373.obj,Starship,4228,8100,0.025 0.468557 0.025 0.975 0.025 0.26695845,triangles
m1374.obj,Starship,4263,8100,0.025 0.382934 0.024992874 0.975 0.025 0.16354163,triangles
m1375.obj,Starship,4113,8100,0.025 0.827817 0.025 0.410352 0.025 0.975,triangles
m1376.obj,Starship,4054,8100,0.025 0.975 0.025 0.171065 0.025 0.253,triangles
m1378.obj,Starship,4354,8099,0.025 0.975 0.025 0.151021 0.025 0.975,triangles
m1379.obj,Starship,3684,6788,0.025 0.974987 0.025 0.113092 0.025 0.975,triangles
m1380.obj,Starship,3741,7349,0.025 0.975 0.025291158 0.38504252 0.025 0.975,triangles
m1381.obj,Starship,4197,8027,0.024964264 0.97512996 0.025 0.44903362 0.025372842 0.97743917,triangles
m1382.obj,Starship,4081,8099,0.025009 0.974991 0.024999388 0.283379 0.025009 0.974991,triangles
m1383.obj,Starship,4334,7314,0.025 0.975 0.025522333 0.238891 0.025 0.975,triangles
m1384.obj,Starship,3820,7365,0.025 0.956241 0.025 0.195205 0.025 0.975,triangles
m1385.obj,Starship,4230,8099,0.025 0.975 0.025 0.290562 0.025 0.975,triangles
m1386.obj,Starship,4065,8100,0.025 0.975 0.025 0.361415 0.025 0.931763,triangles
D00052.obj,SubmachineGun,4167,8096,-1.06996 0.601225 -0.313674 0.460192 -0.091492 0.133358,triangles
D00060.obj,SubmachineGun,4213,8213,-0.909352 1.05536 -0.195312 0.316789 -0.060108 0.03247,triangles
D00062.obj,SubmachineGun,4047,7966,-0.668179 0.955436 -0.262206 0.334199 -0.098315 0.107242,triangles
D00064.obj,SubmachineGun,3953,8100,-0.812644 1.0873915 -0.302528 0.4490661 -0.25359672 0.16387595,triangles
D00068.obj,SubmachineGun,4144,8100,-0.80030096 0.8058 -0.19946289 0.354073 -0.048073 0.034455,triangles
D00119.obj,SubmachineGun,4204,8099,-1.24448 0.7424055 -0.15124598 0.320461 -0.160147 0.170061,triangles
D00219.obj,SubmachineGun,4293,8100,-0.797676 1.15909 -0.254582 0.531088 -0.059143 0.06715,triangles
D00256.obj,SubmachineGun,4232,8100,-0.876584 0.919527 -0.762328 0.296704 -0.138511 0.099466,triangles
D00371.obj,SubmachineGun,3125,6347,-0.687517 1.00498 -0.24352609 0.22971123 -0.192067 0.142057,triangles
D00384.obj,SubmachineGun,4305,8099,-0.905825 0.85551 -0.118947 0.257527 -0.034573 0.042452,triangles
D00431.obj,SubmachineGun,3989,7846,-0.902211 0.965706 -0.462607 0.279612 -0.078898 0.076244,triangles
D00459.obj,SubmachineGun,4210,8100,-0.9287622 0.8143849 -0.13160211 0.32750297 -0.07001173 0.06701647,triangles
D00489.obj,SubmachineGun,4376,8099,-0.841187 0.885466 -0.808139 0.619503 -0.081726 0.094421275,triangles
D00537.obj,SubmachineGun,3629,3190,-0.948614 0.747389 -0.237611 0.19582 -0.030619 0.029982,triangles
D00613.obj,SubmachineGun,3700,6701,-0.878882 0.925639 -0.268823 0.433925 -0.067191 0.05068,triangles
D00733.obj,SubmachineGun,4372,8099,-0.779348 0.9404147 -0.617476 0.191115 -0.075684 0.147156,triangles
D00878.obj,SubmachineGun,3718,7304,-0.888097 0.903131 -0.394638 0.181686 -0.065063 0.061265,triangles
D00893.obj,SubmachineGun,4117,8092,-0.915525 0.949885 -0.180775 0.356856 -0.079507 0.042732,triangles
D00960.obj,SubmachineGun,4142,8100,-1.09728 0.617693 -0.369754 0.356748 -0.062865 0.047946,triangles
D00970.obj,SubmachineGun,4112,8099,-0.847672 0.884832 -0.162623 0.217642 -0.062191 0.040208,triangles
D00066.obj,Sword,4355,6964,-1.1684 0.365576 -0.167418 0.149329 -0.045642965 0.039100505,triangles
D00071.obj,Sword,3996,7975,-1.25063 0.37011725 -0.3684147 0.21268442 -0.039414 0.046616,triangles
D00133.obj,Sword,4095,8099,-0.3141383 1.0751418 -0.17997979 0.18902855 -0.08341 0.079927,triangles
D00149.obj,Sword,3610,7142,-1.1498 0.690999 -0.152899 0.22797 -0.050279 0.061565,triangles
D00162.obj,Sword,4050,8100,-0.528661 1.3085 -0.173319 0.183818 -0.041424 0.024868,triangles
D00177.obj,Sword,4058,8100,-1.0564 0.214279 -0.2153232 0.21307984 -0.041104 0.043766,triangles
D00195.obj,Sword,4345,8099,-0.746991 0.914549 -0.146119 0.138769 -0.101896 0.09907,triangles
D00249.obj,Sword,4060,8100,-0.4685636 0.9840196 -0.057013582 0.066413 -0.038356 0.0340625,triangles
D00356.obj,Sword,3958,7864,-1.2178 0.238315 -0.092541 0.107805 -0.106282 0.09526,triangles
D00484.obj,Sword,4130,8100,-1.07377 0.458325 -0.155355 0.175099 -0.033838 0.049098,triangles
D00513.obj,Sword,4136,7297,-1.26157 0.326411 -0.227727 0.190218 -0.069613 0.066442,triangles
D00540.obj,Sword,4086,7650,-0.603417 0.993437 -0.145486 0.139218 -0.032775 0.035268,triangles
D00635.obj,Sword,4093,8099,-0.823956 0.921147 -0.354405 0.380758 -0.092872 0.098875,triangles
D00712.obj,Sword,4129,8099,-1.09055 0.904259 -0.156613 0.198897 -0.076891 0.076708,triangles
D00807.obj,Sword,4256,7276,-0.962635 0.761381 -0.125872 0.0824075 -0.035521 0.026561,triangles
D00808.obj,Sword,4158,8100,-0.93887365 0.67024195 -0.166439 0.161002 -0.158329 0.169184,triangles
D00812.obj,Sword,3694,12652,-1.05394 0.386256 -0.114185 0.114324 -0.03639 0.072053,triangles
D00906.obj,Sword,4061,8100,-1.217024 0.30066308 -0.212044 0.125027 -0.058147352 0.050335802,triangles
D00916.obj,Sword,3955,6688,-0.720276 0.941206 -0.053847 0.088122 -0.027381 0.027282,triangles
D00992.obj,Sword,4082,8100,-0.913541 0.573817 -0.1497 0.153792 -0.028731812 0.03445278,triangles
m687.obj,Sword,4096,8099,0.025 0.459071 0.025 0.975 0.025 0.11228,triangles
m688.obj,Sword,4064,8100,0.025 0.11913 0.025 0.975 0.025 0.375814,triangles
m689.obj,Sword,4064,8099,0.025 0.887269 0.025 0.975 0.025 0.202834,triangles
m690.obj,Sword,4093,8100,0.025 0.155249 0.025 0.975 0.025 0.152246,triangles
m691.obj,Sword,4328,8100,0.025 0.115882 0.025 0.975 0.0251565 0.2364475,triangles
m692.obj,Sword,3694,12652,0.025 0.17573 0.025 0.975 0.025 0.096435,triangles
m693.obj,Sword,3337,6247,0.025 0.110751 0.025 0.975 0.025 0.119326,triangles
m694.obj,Sword,3844,6508,0.025 0.325319 0.025 0.975 0.025 0.109,triangles
m695.obj,Sword,4074,8100,0.02506925 0.096365 0.025 0.26768 0.025 0.9748708,triangles
m696.obj,Sword,4021,7991,0.025 0.297264 0.025 0.139376 0.025 0.975,triangles
m697.obj,Sword,4058,8100,0.025 0.203531 0.024999999 0.065073 0.025 0.975,triangles
m698.obj,Sword,3949,7505,0.025 0.290328 0.025 0.975 0.025 0.107227,triangles
m699.obj,Sword,4058,8100,0.025 0.19693 0.025 0.196831 0.025 0.975,triangles
m700.obj,Sword,4095,8099,0.025 0.418371 0.025 0.975 0.025 0.097734,triangles
m701.obj,Sword,3715,7386,0.025 0.044047 0.025 0.30701 0.025 0.975,triangles
m702.obj,Sword,4062,8100,0.025 0.123578 0.025 0.123578 0.025 0.975,triangles
m703.obj,Sword,4103,8099,0.025 0.05076 0.025 0.120841 0.025 0.975,triangles
m704.obj,Sword,3888,7772,0.025 0.054935 0.025 0.086127 0.025 0.975,triangles
