name,class,compactnessObj,rectangularityObj,convexityObj
m1246_normalized.obj,Jet,0.23174,0.03479,0.14752
m1247_normalized.obj,Jet,0.16444,0.05703,0.22065
m1248_normalized.obj,Jet,0.13249,0.03477,0.14595
m1249_normalized.obj,Jet,0.25012,0.07345,0.31868
m1250_normalized.obj,Jet,0.09863,0.05663,0.19365
m1251_normalized.obj,Jet,0.00675,0.00323,0.01212
m1252_normalized.obj,Jet,0.05175,0.02305,0.09027
m1253_normalized.obj,Jet,0.05315,0.03769,0.13238
m1255_normalized.obj,Jet,0.06789,0.04735,0.1591
m1256_normalized.obj,Jet,0.10369,0.03634,0.11199
m1257_normalized.obj,Jet,0.17561,0.03695,0.11768
m1258_normalized.obj,Jet,0.10702,0.03612,0.12639
m1259_normalized.obj,Jet,0.00383,0.00206,0.00715
m1260_normalized.obj,Jet,0.18397,0.05004,0.18513
m1261_normalized.obj,Jet,0.11818,0.06349,0.20752
m1262_normalized.obj,Jet,0.05195,0.02986,0.10546
m1263_normalized.obj,Jet,0.03794,0.02192,0.07179
m1264_normalized.obj,Jet,0.04803,0.01797,0.06052
m1265_normalized.obj,Jet,0.01957,0.00968,0.03918
m1266_normalized.obj,Jet,0.06971,0.03947,0.1256
m1267_normalized.obj,Jet,0.09111,0.02126,0.07471
m1268_normalized.obj,Jet,0.05558,0.01037,0.04594
m1269_normalized.obj,Jet,0.00484,0.00093,0.00305
m1270_normalized.obj,Jet,0.03301,0.00773,0.03109
m1271_normalized.obj,Jet,0.01122,0.00688,0.01726
m1273_normalized.obj,Jet,0.09665,0.01327,0.04721
m1274_normalized.obj,Jet,0.07146,0.02557,0.09212
m1275_normalized.obj,Jet,0.06854,0.02344,0.06946
m1276_normalized.obj,Jet,0.00276,0.00065,0.00187
m1277_normalized.obj,Jet,0.00331,0.00045,0.0019
m1278_normalized.obj,Jet,0.04692,0.01019,0.03619
m1279_normalized.obj,Jet,0.03898,0.00988,0.03145
m1280_normalized.obj,Jet,0.01888,0.00254,0.00971
m1281_normalized.obj,Jet,0.01688,0.00515,0.01834
m1282_normalized.obj,Jet,0.01235,0.00307,0.0072
m1283_normalized.obj,Jet,0.00613,0.00135,0.00461
m1284_normalized.obj,Jet,0.04612,0.01002,0.03379
m1285_normalized.obj,Jet,0.0795,0.00791,0.02882
m1286_normalized.obj,Jet,0.03045,0.01324,0.03786
m1287_normalized.obj,Jet,0.03904,0.01978,0.05358
m1288_normalized.obj,Jet,0.2799,0.14968,0.3535
m1289_normalized.obj,Jet,0.06839,0.03227,0.07917
m1290_normalized.obj,Jet,0.03471,0.02261,0.04892
m1291_normalized.obj,Jet,0.08236,0.04348,0.09749
m1292_normalized.obj,Jet,0.04435,0.01766,0.04676
m1293_normalized.obj,Jet,0.01104,0.00342,0.01544
m1294_normalized.obj,Jet,0.0328,0.02814,0.09634
m1295_normalized.obj,Jet,0.01499,0.02805,0.09589
m1296_normalized.obj,Jet,0.05203,0.0668,0.25961
m1297_normalized.obj,Jet,0.03734,0.0471,0.14968
m1298_normalized.obj,Jet,0.16566,0.05872,0.20438
m1299_normalized.obj,Jet,0.17394,0.07467,0.25485
m1300_normalized.obj,Jet,0.39833,0.07291,0.2502
m1301_normalized.obj,Jet,0.16645,0.09229,0.33574
D01015_normalized.obj,Knife,0.02605,0.00565,0.01583
D01025_normalized.obj,Knife,0.43975,0.02479,0.05598
D01032_normalized.obj,Knife,0.3927,0.02843,0.07423
D01051_normalized.obj,Knife,0.1424,0.02965,0.05204
D01054_normalized.obj,Knife,0.46468,0.08095,0.13946
D01057_normalized.obj,Knife,0.03708,0.00571,0.01612
D01063_normalized.obj,Knife,0.0201,0.01529,0.03052
D01075_normalized.obj,Knife,0.26702,0.02607,0.04882
D01077_normalized.obj,Knife,0.99404,0.05079,0.10424
D01107_normalized.obj,Knife,0.15931,0.02724,0.05149
D01119_normalized.obj,Knife,0.44133,0.0386,0.07922
D01120_normalized.obj,Knife,0.19815,0.06417,0.10206
D01132_normalized.obj,Knife,0.66802,0.05761,0.15667
D01150_normalized.obj,Knife,0.42645,0.0216,0.05417
D01160_normalized.obj,Knife,1.9939,0.11437,0.216
D01168_normalized.obj,Knife,2.30504,0.13503,0.30122
D01174_normalized.obj,Knife,1.37554,0.22192,0.41862
D01175_normalized.obj,Knife,4.21976,0.0828,0.20656
D01187_normalized.obj,Knife,0.36643,0.02922,0.05445
D01189_normalized.obj,Knife,0.02267,0.00468,0.00986
m722_normalized.obj,Knife,0.06373,0.02451,0.06776
m723_normalized.obj,Knife,0.09409,0.03931,0.1773
m724_normalized.obj,Knife,0.22172,0.30013,0.57937
m725_normalized.obj,Knife,0.10723,0.12699,0.40506
m726_normalized.obj,Knife,0.12972,0.25816,0.53162
m727_normalized.obj,Knife,0.10967,0.17547,0.44661
m728_normalized.obj,Knife,0.13263,0.0973,0.34156
D00017_normalized.obj,MilitaryVehicle,0.03816,0.18762,0.33969
D00051_normalized.obj,MilitaryVehicle,0.23281,0.36306,0.57013
D00100_normalized.obj,MilitaryVehicle,0.18258,0.24503,0.5053
D00173_normalized.obj,MilitaryVehicle,0.13694,0.29749,0.49891
D00272_normalized.obj,MilitaryVehicle,0.06801,0.3081,0.48442
D00334_normalized.obj,MilitaryVehicle,0.12159,0.25007,0.4677
D00458_normalized.obj,MilitaryVehicle,0.12832,0.25554,0.40284
D00529_normalized.obj,MilitaryVehicle,0.10097,0.27326,0.44704
D00577_normalized.obj,MilitaryVehicle,0.16839,0.44748,0.62756
D00611_normalized.obj,MilitaryVehicle,0.14381,0.29635,0.47416
D00723_normalized.obj,MilitaryVehicle,0.17182,0.45858,0.63484
D00761_normalized.obj,MilitaryVehicle,0.16066,0.2316,0.55164
D00778_normalized.obj,MilitaryVehicle,0.22627,0.41578,0.62763
D00799_normalized.obj,MilitaryVehicle,0.13029,0.22344,0.41021
D00801_normalized.obj,MilitaryVehicle,0.09363,0.2345,0.4364
D00918_normalized.obj,MilitaryVehicle,0.07919,0.26404,0.52183
D00932_normalized.obj,MilitaryVehicle,0.12061,0.23362,0.46921
D00933_normalized.obj,MilitaryVehicle,0.11537,0.25968,0.52139
D00952_normalized.obj,MilitaryVehicle,0.08313,0.17239,0.27968
D00971_normalized.obj,MilitaryVehicle,0.11243,0.28176,0.49732
D00007_normalized.obj,Monitor,0.08164,0.14625,0.56108
D00141_normalized.obj,Monitor,0.1387,0.13975,0.35595
D00229_normalized.obj,Monitor,0.17301,0.11188,0.30938
D00336_normalized.obj,Monitor,0.24788,0.43808,0.97696
D00339_normalized.obj,Monitor,0.17705,0.23143,0.45566
D00364_normalized.obj,Monitor,0.21659,0.36691,0.97799
D00387_normalized.obj,Monitor,0.18468,0.20561,0.49661
D00391_normalized.obj,Monitor,0.03416,0.12759,0.28964
D00412_normalized.obj,Monitor,0.15494,0.12463,0.29627
D00444_normalized.obj,Monitor,0.19149,0.18577,0.51715
D00469_normalized.obj,Monitor,0.4236,0.41458,0.76782
D00548_normalized.obj,Monitor,0.13582,0.29433,0.57079
D00659_normalized.obj,Monitor,0.46722,0.24786,0.68566
D00852_normalized.obj,Monitor,0.25451,0.38709,0.94516
D00863_normalized.obj,Monitor,0.22078,0.1557,0.49337
D00915_normalized.obj,Monitor,0.04211,0.04856,0.19358
D00919_normalized.obj,Monitor,0.1684,0.56969,0.87427
D00920_normalized.obj,Monitor,0.05733,0.08534,0.20323
D00978_normalized.obj,Monitor,0.39978,0.40842,0.78496
D01000_normalized.obj,Monitor,0.0054,0.00477,0.01828
D00011_normalized.obj,Monoplane,0.1192,0.02582,0.08217
D00019_normalized.obj,Monoplane,0.11272,0.05339,0.17153
D00043_normalized.obj,Monoplane,0.15565,0.03931,0.13149
D00098_normalized.obj,Monoplane,0.13145,0.04626,0.15268
D00167_normalized.obj,Monoplane,0.08468,0.01747,0.06787
D00169_normalized.obj,Monoplane,0.12746,0.03472,0.1145
D00262_normalized.obj,Monoplane,0.13006,0.0447,0.18615
D00301_normalized.obj,Monoplane,0.16189,0.04297,0.15959
D00304_normalized.obj,Monoplane,0.12588,0.05608,0.22462
D00319_normalized.obj,Monoplane,0.1835,0.04019,0.13727
D00402_normalized.obj,Monoplane,0.15413,0.06324,0.22447
D00482_normalized.obj,Monoplane,0.09759,0.05925,0.20784
D00617_normalized.obj,Monoplane,0.16063,0.04558,0.15289
D00688_normalized.obj,Monoplane,0.08789,0.03117,0.10389
D00798_normalized.obj,Monoplane,0.04059,0.01514,0.05242
D00840_normalized.obj,Monoplane,0.13541,0.06131,0.19846
D00864_normalized.obj,Monoplane,0.1282,0.04268,0.15447
D00925_normalized.obj,Monoplane,0.13782,0.04402,0.16821
D00963_normalized.obj,Monoplane,0.08561,0.04225,0.10392
D00995_normalized.obj,Monoplane,0.09423,0.03994,0.13983
D00021_normalized.obj,Motorcycle,0.14425,0.15552,0.35127
D00039_normalized.obj,Motorcycle,0.13119,0.14457,0.39271
D00054_normalized.obj,Motorcycle,0.05297,0.02623,0.0917
D00224_normalized.obj,Motorcycle,0.09487,0.08467,0.20296
D00269_normalized.obj,Motorcycle,0.10251,0.07358,0.18284
D00288_normalized.obj,Motorcycle,0.10795,0.23639,0.46526
D00342_normalized.obj,Motorcycle,0.07728,0.05146,0.12848
D00345_normalized.obj,Motorcycle,0.10779,0.20418,0.36528
D00395_normalized.obj,Motorcycle,0.0575,0.03219,0.06584
D00396_normalized.obj,Motorcycle,0.05913,0.03634,0.09564
D00476_normalized.obj,Motorcycle,0.0471,0.04493,0.12576
D00521_normalized.obj,Motorcycle,0.0828,0.09728,0.21401
D00544_normalized.obj,Motorcycle,0.05445,0.03437,0.11424
D00594_normalized.obj,Motorcycle,0.05832,0.03696,0.12361
D00703_normalized.obj,Motorcycle,0.07559,0.12778,0.26411
D00768_normalized.obj,Motorcycle,0.09128,0.08572,0.21308
D00858_normalized.obj,Motorcycle,0.09002,0.06565,0.13904
D00880_normalized.obj,Motorcycle,0.07779,0.04809,0.14549
D00886_normalized.obj,Motorcycle,0.05401,0.0674,0.16155
D00945_normalized.obj,Motorcycle,0.13578,0.23008,0.46485
m1479_normalized.obj,Motorcycle,0.05904,0.03878,0.12958
m1480_normalized.obj,Motorcycle,0.16772,0.16388,0.37611
m1481_normalized.obj,Motorcycle,0.03274,0.01953,0.0557
m1482_normalized.obj,Motorcycle,0.06564,0.08253,0.20183
m1483_normalized.obj,Motorcycle,0.0718,0.12057,0.24901
m1484_normalized.obj,Motorcycle,0.21884,0.09507,0.23563
D00172_normalized.obj,Mug,0.11457,0.09467,0.22718
D00202_normalized.obj,Mug,0.08289,0.09241,0.17874
D00227_normalized.obj,Mug,0.04912,0.05372,0.12204
D00321_normalized.obj,Mug,0.02743,0.0402,0.07024
D00341_normalized.obj,Mug,0.08936,0.10384,0.21704
D00372_normalized.obj,Mug,0.18179,0.23333,0.37815
D00427_normalized.obj,Mug,0.08164,0.08304,0.18096
D00684_normalized.obj,Mug,0.19486,0.20238,0.37356
D00685_normalized.obj,Mug,0.98747,0.39439,0.93064
D00705_normalized.obj,Mug,0.09815,0.07723,0.18357
D00728_normalized.obj,Mug,0.05069,0.05244,0.12097
D00745_normalized.obj,Mug,0.06052,0.07003,0.13786
D00747_normalized.obj,Mug,0.06636,0.06656,0.12737
D00760_normalized.obj,Mug,0.14324,0.22619,0.58982
D00770_normalized.obj,Mug,0.11101,0.09579,0.21997
D00825_normalized.obj,Mug,0.04097,0.03512,0.09673
D00833_normalized.obj,Mug,0.47651,0.19954,0.45199
D00908_normalized.obj,Mug,0.1432,0.12105,0.29296
D00913_normalized.obj,Mug,0.09262,0.08816,0.16684
D00923_normalized.obj,Mug,0.04554,0.00675,0.01397
m503_normalized.obj,Mug,0.07397,0.09202,0.15227
m504_normalized.obj,Mug,0.19486,0.20274,0.37356
m506_normalized.obj,Mug,0.03261,0.04136,0.06885
m507_normalized.obj,Mug,0.07215,0.09399,0.16247
m508_normalized.obj,Mug,0.07472,0.08539,0.17206
m509_normalized.obj,Mug,0.10362,0.12287,0.23486
D00036_normalized.obj,MultiSeat,0.1679,0.36183,0.49872
D00046_normalized.obj,MultiSeat,0.28229,0.47174,0.60607
D00053_normalized.obj,MultiSeat,0.23987,0.51223,0.87615
D00145_normalized.obj,MultiSeat,0.14571,0.36169,0.48354
D00146_normalized.obj,MultiSeat,0.14076,0.42099,0.76845
D00237_normalized.obj,MultiSeat,0.21268,0.45691,0.58239
D00245_normalized.obj,MultiSeat,0.155,0.47902,0.58502
D00263_normalized.obj,MultiSeat,0.16068,0.25257,0.4063
D00273_normalized.obj,MultiSeat,0.1002,0.42747,0.63646
D00285_normalized.obj,MultiSeat,0.13032,0.38451,0.64848
D00289_normalized.obj,MultiSeat,0.29296,0.47733,0.58877
D00329_normalized.obj,MultiSeat,0.1484,0.16581,0.30115
D00586_normalized.obj,MultiSeat,0.12269,0.51947,0.68407
D00588_normalized.obj,MultiSeat,0.12571,0.25692,0.42006
D00607_normalized.obj,MultiSeat,0.1357,0.47619,0.67636
D00637_normalized.obj,MultiSeat,0.20719,0.44955,0.68034
D00648_normalized.obj,MultiSeat,0.15597,0.36467,0.55182
D00652_normalized.obj,MultiSeat,0.18965,0.28324,0.48558
D00749_normalized.obj,MultiSeat,0.06938,0.0763,0.13097
D00985_normalized.obj,MultiSeat,0.26284,0.29774,0.50847
m774_normalized.obj,MultiSeat,0.03816,0.01106,0.01934
m775_normalized.obj,MultiSeat,0.0151,0.00869,0.01774
m776_normalized.obj,MultiSeat,0.02536,0.01065,0.02258
m777_normalized.obj,MultiSeat,0.01889,0.00935,0.02059
m778_normalized.obj,MultiSeat,0.00177,0.00182,0.00361
m779_normalized.obj,MultiSeat,0.04946,0.02233,0.04694
m780_normalized.obj,MultiSeat,0.03687,0.017,0.037
m781_normalized.obj,MultiSeat,0.03001,0.01395,0.03076
m782_normalized.obj,MultiSeat,0.17957,0.05146,0.09702
m783_normalized.obj,MultiSeat,0.07304,0.04087,0.0801
m784_normalized.obj,MultiSeat,0.1516,0.31525,0.48954
m829_normalized.obj,MultiSeat,0.09734,0.24085,0.43306
m830_normalized.obj,MultiSeat,0.1412,0.48853,0.66871
m831_normalized.obj,MultiSeat,0.09027,0.13025,0.23263
m832_normalized.obj,MultiSeat,0.08392,0.19731,0.32825
m833_normalized.obj,MultiSeat,0.12455,0.24847,0.41706
m834_normalized.obj,MultiSeat,0.20017,0.16938,0.39538
m835_normalized.obj,MultiSeat,0.08542,0.11033,0.19507
m836_normalized.obj,MultiSeat,0.63651,0.46547,0.71811
m837_normalized.obj,MultiSeat,0.26981,0.29676,0.51425
m838_normalized.obj,MultiSeat,0.21483,0.33845,0.64754
m839_normalized.obj,MultiSeat,0.1484,0.16735,0.30115
m840_normalized.obj,MultiSeat,0.32744,0.30559,0.48875
m841_normalized.obj,MultiSeat,0.05104,0.06667,0.13677
m843_normalized.obj,MultiSeat,0.19677,0.51208,0.90137
m625_normalized.obj,Musical_Instrument,0.14619,0.17819,0.48298
m626_normalized.obj,Musical_Instrument,0.11213,0.18416,0.43717
m627_normalized.obj,Musical_Instrument,0.2842,0.30718,0.52636
m628_normalized.obj,Musical_Instrument,0.1059,0.21055,0.42301
m629_normalized.obj,Musical_Instrument,0.10915,0.2528,0.47279
m630_normalized.obj,Musical_Instrument,0.15325,0.18619,0.45329
m631_normalized.obj,Musical_Instrument,0.09925,0.15613,0.40618
m632_normalized.obj,Musical_Instrument,0.14461,0.21949,0.554
m633_normalized.obj,Musical_Instrument,0.06373,0.08235,0.15849
m634_normalized.obj,Musical_Instrument,0.20293,0.22905,0.42214
m635_normalized.obj,Musical_Instrument,0.19038,0.1465,0.37823
m637_normalized.obj,Musical_Instrument,0.1165,0.14961,0.33063
m638_normalized.obj,Musical_Instrument,0.04472,0.08544,0.15419
m639_normalized.obj,Musical_Instrument,0.02513,0.05699,0.10611
m640_normalized.obj,Musical_Instrument,0.42968,0.3308,0.66003
m641_normalized.obj,Musical_Instrument,0.03201,0.06997,0.12274
m643_normalized.obj,Musical_Instrument,0.1971,0.13358,0.32388
m644_normalized.obj,Musical_Instrument,0.15383,0.09542,0.23587
m645_normalized.obj,Musical_Instrument,0.09665,0.02382,0.06212
m646_normalized.obj,Musical_Instrument,0.02459,0.02815,0.06422
m647_normalized.obj,Musical_Instrument,0.03864,0.04955,0.09772
D00037_normalized.obj,NonWheelChair,0.08208,0.05062,0.08383
D00101_normalized.obj,NonWheelChair,0.16759,0.07362,0.17135
D00170_normalized.obj,NonWheelChair,0.11156,0.02395,0.05381
D00185_normalized.obj,NonWheelChair,0.11651,0.04033,0.08111
D00240_normalized.obj,NonWheelChair,0.12284,0.03956,0.08354
D00306_normalized.obj,NonWheelChair,0.16057,0.11203,0.20621
D00357_normalized.obj,NonWheelChair,0.21449,0.08877,0.17928
D00419_normalized.obj,NonWheelChair,0.09116,0.04336,0.09429
D00443_normalized.obj,NonWheelChair,0.101,0.05426,0.11842
D00445_normalized.obj,NonWheelChair,0.06228,0.04253,0.08206
D00480_normalized.obj,NonWheelChair,0.09144,0.02793,0.06242
D00481_normalized.obj,NonWheelChair,0.08728,0.05336,0.08628
D00512_normalized.obj,NonWheelChair,0.09981,0.04198,0.08241
D00694_normalized.obj,NonWheelChair,0.10678,0.03729,0.07632
D00707_normalized.obj,NonWheelChair,0.12682,0.06866,0.14905
D00741_normalized.obj,NonWheelChair,0.14519,0.03404,0.07196
D00853_normalized.obj,NonWheelChair,0.02169,0.00504,0.01095
D00914_normalized.obj,NonWheelChair,0.88583,0.12197,0.20426
D00928_normalized.obj,NonWheelChair,0.09783,0.02685,0.06892
D00936_normalized.obj,NonWheelChair,0.09207,0.04189,0.08422
m785_normalized.obj,NonWheelChair,0.09387,0.03666,0.05142
m786_normalized.obj,NonWheelChair,0.27637,0.08297,0.14018
m787_normalized.obj,NonWheelChair,1.25241,0.27846,0.53439
m788_normalized.obj,NonWheelChair,0.26065,0.08616,0.15491
m789_normalized.obj,NonWheelChair,0.19024,0.12342,0.16778
m790_normalized.obj,NonWheelChair,0.65828,0.05421,0.1355
m791_normalized.obj,NonWheelChair,0.09924,0.10952,0.15095
m793_normalized.obj,NonWheelChair,0.02496,0.00736,0.01817
m794_normalized.obj,NonWheelChair,0.01352,0.00406,0.00942
m795_normalized.obj,NonWheelChair,0.08536,0.12735,0.23358
m796_normalized.obj,NonWheelChair,0.11888,0.08162,0.17341
m797_normalized.obj,NonWheelChair,0.13689,0.06671,0.14661
m798_normalized.obj,NonWheelChair,0.16409,0.07403,0.157
m799_normalized.obj,NonWheelChair,0.10168,0.04905,0.10584
m800_normalized.obj,NonWheelChair,0.2159,0.08943,0.18469
m801_normalized.obj,NonWheelChair,0.09038,0.10116,0.1972
m804_normalized.obj,NonWheelChair,0.22891,0.06623,0.18012
m805_normalized.obj,NonWheelChair,0.18945,0.04291,0.11101
m806_normalized.obj,NonWheelChair,0.2002,0.0669,0.15445
m807_normalized.obj,NonWheelChair,0.16265,0.07425,0.13631
m808_normalized.obj,NonWheelChair,0.55616,0.07406,0.19435
m809_normalized.obj,NonWheelChair,0.07188,0.04815,0.07894
m810_normalized.obj,NonWheelChair,0.10977,0.05756,0.10547
m811_normalized.obj,NonWheelChair,0.12764,0.0458,0.0919
m812_normalized.obj,NonWheelChair,0.12871,0.04313,0.08552
m813_normalized.obj,NonWheelChair,0.12821,0.04074,0.07772
m814_normalized.obj,NonWheelChair,0.12021,0.04671,0.10085
m815_normalized.obj,NonWheelChair,0.12401,0.04525,0.09477
m816_normalized.obj,NonWheelChair,0.12336,0.04198,0.0854
m817_normalized.obj,NonWheelChair,0.10095,0.05281,0.10689
m818_normalized.obj,NonWheelChair,0.11522,0.05415,0.10984
m819_normalized.obj,NonWheelChair,0.14626,0.05924,0.11556
m820_normalized.obj,NonWheelChair,0.15678,0.06319,0.12269
m821_normalized.obj,NonWheelChair,0.09264,0.04909,0.10916
m822_normalized.obj,NonWheelChair,0.11313,0.03614,0.08168
m823_normalized.obj,NonWheelChair,0.1505,0.04771,0.09948
m824_normalized.obj,NonWheelChair,0.14399,0.03022,0.06946
m826_normalized.obj,NonWheelChair,0.10749,0.03614,0.07486
m827_normalized.obj,NonWheelChair,0.12307,0.04165,0.08494
m828_normalized.obj,NonWheelChair,0.1724,0.04764,0.11465
D00008_normalized.obj,PianoBoard,0.11853,0.07205,0.13286
D00065_normalized.obj,PianoBoard,0.06988,0.01919,0.033
D00075_normalized.obj,PianoBoard,0.68553,0.28977,0.41064
D00104_normalized.obj,PianoBoard,0.05357,0.01962,0.02405
D00122_normalized.obj,PianoBoard,0.33149,0.20938,0.33074
D00181_normalized.obj,PianoBoard,0.19228,0.21929,0.27088
D00212_normalized.obj,PianoBoard,0.18116,0.07057,0.11424
D00235_normalized.obj,PianoBoard,0.00141,0.00014,0.00027
D00253_normalized.obj,PianoBoard,0.99941,0.08915,0.13919
D00332_normalized.obj,PianoBoard,0.3165,0.05455,0.07343
D00381_normalized.obj,PianoBoard,0.56779,0.04948,0.09698
D00441_normalized.obj,PianoBoard,0.75712,0.14183,0.24836
D00460_normalized.obj,PianoBoard,0.08209,0.02391,0.0291
D00623_normalized.obj,PianoBoard,0.28636,0.24778,0.45029
D00718_normalized.obj,PianoBoard,0.07533,0.01099,0.02233
D00721_normalized.obj,PianoBoard,0.38526,0.04261,0.09768
D00755_normalized.obj,PianoBoard,0.06013,0.04461,0.06446
D00885_normalized.obj,PianoBoard,0.01817,0.03144,0.04943
D00962_normalized.obj,PianoBoard,0.23039,0.06296,0.0853
D00966_normalized.obj,PianoBoard,0.90586,0.00159,0.00398
D00049_normalized.obj,PlantIndoors,0.27885,0.03884,0.09969
D00073_normalized.obj,PlantIndoors,0.33079,0.06897,0.17704
D00080_normalized.obj,PlantIndoors,0.1998,0.02462,0.07132
D00087_normalized.obj,PlantIndoors,0.42872,0.1211,0.22548
D00128_normalized.obj,PlantIndoors,0.26387,0.03014,0.08245
D00159_normalized.obj,PlantIndoors,0.03223,0.0019,0.00479
D00238_normalized.obj,PlantIndoors,0.03334,0.01109,0.03326
D00280_normalized.obj,PlantIndoors,0.07138,0.02688,0.0505
D00370_normalized.obj,PlantIndoors,0.13874,0.15439,0.34019
D00379_normalized.obj,PlantIndoors,0.00609,0.00202,0.0051
D00466_normalized.obj,PlantIndoors,0.29983,0.05405,0.13803
D00491_normalized.obj,PlantIndoors,0.06346,0.02743,0.06695
D00595_normalized.obj,PlantIndoors,0.04636,0.03784,0.09321
D00609_normalized.obj,PlantIndoors,0.28571,0.04294,0.09943
D00622_normalized.obj,PlantIndoors,0.06682,0.01759,0.03793
D00624_normalized.obj,PlantIndoors,0.16478,0.105,0.21576
D00657_normalized.obj,PlantIndoors,0.81922,0.09716,0.23506
D00667_normalized.obj,PlantIndoors,0.17608,0.02983,0.07883
D00800_normalized.obj,PlantIndoors,0.04817,0.00529,0.01183
D00968_normalized.obj,PlantIndoors,0.08117,0.00852,0.02701
m1000_normalized.obj,PlantIndoors,0.34949,0.0447,0.11398
m1001_normalized.obj,PlantIndoors,0.39781,0.07307,0.18756
m1002_normalized.obj,PlantIndoors,0.02894,0.03614,0.08198
m1003_normalized.obj,PlantIndoors,0.10451,0.03337,0.09244
m1004_normalized.obj,PlantIndoors,0.11673,0.01119,0.0261
m1005_normalized.obj,PlantIndoors,0.33928,0.03936,0.08171
m1006_normalized.obj,PlantIndoors,0.15697,0.01145,0.0327
m1007_normalized.obj,PlantIndoors,0.10475,0.11548,0.2531
m1008_normalized.obj,PlantIndoors,0.19192,0.02751,0.0655
m1009_normalized.obj,PlantIndoors,0.08634,0.03343,0.08811
m1010_normalized.obj,PlantIndoors,0.27618,0.04309,0.09452
m1011_normalized.obj,PlantIndoors,0.14497,0.0125,0.03051
m1012_normalized.obj,PlantIndoors,0.40935,0.05685,0.13198
m1013_normalized.obj,PlantIndoors,0.02899,0.02143,0.04916
m1014_normalized.obj,PlantIndoors,0.01749,0.01354,0.03552
m1015_normalized.obj,PlantIndoors,0.19869,0.07033,0.14132
m1016_normalized.obj,PlantIndoors,0.1471,0.02979,0.09365
m1017_normalized.obj,PlantIndoors,0.1983,0.04353,0.09462
m1018_normalized.obj,PlantIndoors,0.2011,0.13217,0.27327
m1020_normalized.obj,PlantIndoors,0.01663,0.00629,0.019
m1021_normalized.obj,PlantIndoors,0.17978,0.02256,0.07042
m1022_normalized.obj,PlantIndoors,0.04474,0.01703,0.03156
m1023_normalized.obj,PlantIndoors,0.30037,0.05353,0.13464
m1025_normalized.obj,PlantIndoors,0.284,0.04307,0.10008
m1026_normalized.obj,PlantIndoors,0.17489,0.02963,0.0783
m1027_normalized.obj,PlantIndoors,0.5598,0.15812,0.29442
m1029_normalized.obj,PlantIndoors,0.03747,0.01716,0.03958
m1030_normalized.obj,PlantIndoors,0.06628,0.02008,0.05258
m1031_normalized.obj,PlantIndoors,0.00637,0.00128,0.00353
m1032_normalized.obj,PlantIndoors,0.10269,0.02181,0.05556
m1033_normalized.obj,PlantIndoors,0.02637,0.00119,0.00291
m1034_normalized.obj,PlantIndoors,0.23545,0.01635,0.04887
m1035_normalized.obj,PlantIndoors,0.051,0.03025,0.0662
m1036_normalized.obj,PlantIndoors,0.139,0.02913,0.09257
m989_normalized.obj,PlantIndoors,0.1004,0.04845,0.10503
m990_normalized.obj,PlantIndoors,0.07364,0.02046,0.04863
m991_normalized.obj,PlantIndoors,0.32465,0.01529,0.04659
m992_normalized.obj,PlantIndoors,0.32132,0.02721,0.06911
m993_normalized.obj,PlantIndoors,0.25355,0.20983,0.49859
m994_normalized.obj,PlantIndoors,0.17855,0.02911,0.06978
m995_normalized.obj,PlantIndoors,0.64179,0.15274,0.31532
m996_normalized.obj,PlantIndoors,0.26758,0.0274,0.08754
m997_normalized.obj,PlantIndoors,0.07302,0.02299,0.05946
m998_normalized.obj,PlantIndoors,0.81515,0.04551,0.11313
m999_normalized.obj,PlantIndoors,0.58458,0.10022,0.28949
m1052_normalized.obj,PlantWildNonTree,0.77126,0.07709,0.22166
m961_normalized.obj,PlantWildNonTree,1e-05,4e-05,8e-05
m962_normalized.obj,PlantWildNonTree,0.43672,0.02041,0.04317
m963_normalized.obj,PlantWildNonTree,0.05825,0.00036,0.00072
m964_normalized.obj,PlantWildNonTree,0.08261,0.00068,0.00228
m965_normalized.obj,PlantWildNonTree,0.44464,0.00681,0.02279
m966_normalized.obj,PlantWildNonTree,0.22012,0.18908,0.30553
m967_normalized.obj,PlantWildNonTree,0.00738,0.00025,0.00053
m968_normalized.obj,PlantWildNonTree,0.10302,0.00077,0.00205
m971_normalized.obj,PlantWildNonTree,0.66754,0.18238,0.51632
m972_normalized.obj,PlantWildNonTree,1.37475,0.16583,0.43564
m973_normalized.obj,PlantWildNonTree,0.42229,0.02527,0.08012
m974_normalized.obj,PlantWildNonTree,0.33908,0.0211,0.09096
m975_normalized.obj,PlantWildNonTree,0.00755,0.00401,0.01266
m976_normalized.obj,PlantWildNonTree,0.00098,0.00023,0.00084
m977_normalized.obj,PlantWildNonTree,0.00267,0.00014,0.00051
m978_normalized.obj,PlantWildNonTree,0.29561,0.10558,0.27801
m979_normalized.obj,PlantWildNonTree,1.51983,0.26396,0.55369
m980_normalized.obj,PlantWildNonTree,0.06125,0.00355,0.01272
m981_normalized.obj,PlantWildNonTree,0.06116,0.0035,0.01374
m982_normalized.obj,PlantWildNonTree,0.06116,0.0102,0.0252
m983_normalized.obj,PlantWildNonTree,0.58788,0.08,0.30744
m984_normalized.obj,PlantWildNonTree,1.09798,0.14679,0.41428
m985_normalized.obj,PlantWildNonTree,0.04226,0.05935,0.16913
m986_normalized.obj,PlantWildNonTree,0.32642,0.01986,0.07873
m987_normalized.obj,PlantWildNonTree,0.12856,0.01725,0.04914
